title,lang,source_name,format,category,cefr_level,license,text
1061_1029120.txt,de,merlin-de,paragraph-level,learner,A2,CC BY-SA 4.0,"Stadt X 27.02.012
Lieber Silke
Wie geht es dir? Ich habe gefroht zu höre das du gut get und deine Familier auch, Und bei mir ist alles gut, mein Familie sind auch gut, Ich mache meine Geburtstag zu Hause alle meine Familei und meine Freund komme, Geburtstag ist von 3 Uhr und bist welkomme, hast du gefragt ob ich Tiere mögen, nicht alle Tiere möge ich, Katze und Hund gefällt mir gut, Ich wünsche mir zu meine Geburtstag ein Koch Buch weil koch ich gern, Silke bei dir komme ich zu besuch in zwei wochen.
Mit freundlichen Grüße
deine Katharina"
A2 2018 IV_003-082 (baf770d9-e6fb-450f-931b-d732e9de0998).txt,et,elle,paragraph-level,learner,A2,CC BY 4.0,"Nädala lõpus ma reisisin Toila SPA hotellisse. 
Mulle meeldib puhkata Toilas. 
Hotellis on väga hea saunakeskus ja ujula.
Saunakeskuses on mitu erinevat sauna. 
Ma ujusin ujulas ja leili võtasin saunas iga päev hommikust õhtuni. 
Toilas on ilus park ka.
Ma jalutasin pargis. 
See oli nagu muinasjutus."
0624.txt,cs,merlin-cs,paragraph-level,learner,B1,CC BY-SA 4.0,"19. červenec 2006
Drahá Mileno!
Předem Ti dekuji za  tvuj  email a posílam srdčeny pozdrav.
Je mi lito, že pišu tak pozdě, ale musím  pracovat hodně, protože příští  mesice budu dělat zkoušku z češtiny. 

Mám se dobře. Dekuji za tvou mílou nabidku, ale na grilovací party nemužu přijit, protože mám dovolenu. Pojedu do Španělska. Ale  v 27.08.06 budu u tebe na svatbě. A co potřebujete? Chcí koupit neco pro vas. Příští tyden v středu budu mít čas a těším se na setkaní. Chceme se setkat v Drážďanech před Ikeou v 12 hodin. Tam je jídlo levně a mužeme koupit něco.
Chtěl jsem tě zeptat, znáš dobrou českou gramatiku? Potřebuji ho za zkoušku. Když ho koupit, zaplatim knihu.
Pro dnešek končím, protože je už pozdě večer a jsem unaveny.
Mej se dobře a  dobrou noc. 
Lukáš"
1091_0000270.txt,de,merlin-de,paragraph-level,learner,A2,CC BY-SA 4.0,"Stadt X 13.03.12
Liebe Julia
           Wie geht es dir. Ich hat eine plan in die nächsten monat in Dubai Fahren. Aber habe ich ein problem. Ich habe nicht Farkarte. Ich mochte Farkarte haben. Können Sie mir helfen verkaufen? Ich mochte in Dubai Fahren von 4 bis 15 April. Ich mochte in Dubai mit Flueg Air Qatar fahren. Mein Interesse in Dubai ist besistigung weil Dubai ist sehr Interessante.
Mit freundlichen Gruß 
Eva"
1325_1001056.txt,it,merlin-it,paragraph-level,learner,B1,CC BY-SA 4.0,"Settimana Giovani
Via Crispi, 119
80127, Caserta
Italy
Michele Rossi
Strada Maggiore 71
12345 Città X
Hungary
Caro Giorgio,
ho letto la tua lettera sul giornale, e ti aiuto.
Secondo me solo sull'internet non si può fare grande amicizia, perchè non si può conoscere la persona in fondo. Si può fare (per) finta di essere un altra persona, dire bugie e cose false. Penso che sia bene di conoscere ti tuoi amici anche nella vita, e in incontrare con loro non solo sull'internet.
Hai fatto bene di chiudere questa conoscienza. Ser disturbano, pou cambiare il numero di telefono, e dare il numero a chi conosci davvero. Anche poi chambiare l'indirizzo d'e-mail, così non ti possono disturbare.
A dire la mia esperianza, non uso l'internet per fare conoscenze nuove, ma solo per ricordare per i contatti dei miei veri amici. E se hai usato Facebook per fare le conoscenze, poi provare anche Google+. Questo e più sviluppato, e poi mettere le persone in gruppi. E se tu conosci qualcuno, non deve conoscere questa persona tu. È più configurabile.
Usare l'internet e molto bene per acquistare informazioni ma anche pericoloso. Poi cercare informazioni molto veloce, come partenza dei treni, ma ci sono siti anche con troppo violenza, troppo sesso e pieno di bugie.
Ti consiglio di cambiare il numero di telefono, e ricordatevi usare l'internet con più attenzione! Conoscete persone nuove nella vita vera!
Ti/Vi saluto
Michele"
1071_0024704.txt,de,merlin-de,paragraph-level,learner,A2,CC BY-SA 4.0,"Lieber Ingo,
Wie geht´es dir?
Ich habe neue Arbeit in deinem Stadt gefunden und ich muss  neue Wochung finden.
Ich habe in Zeitung eine schöne Wohnung gefunden.
Kannst du bitte dort gehst und sehen wie groß es ist, und  wann kann ich kommen zu  gücken.
Gruß
Michael"
1091_0000063.txt,de,merlin-de,paragraph-level,learner,A2,CC BY-SA 4.0,"Stadt X, 06.01.2012
Liebe Maria
am Samstag um 14 Uhr. nachmitag flige ich nach Polen.
Können Sie bitte meine Katze füttern.
Ich werfe Meinen Schlüssel ich Ihren brifkasten. Am Freitag bin ich zurück. Monika bytte dier nicht fergesen.
Danke für Ihre Hilfe. 
Mit freundlichen Grüßen."
Järgmisel suvel (156ea57f-e6ec-4974-bf17-fb4fd8063b2d).txt,et,elle,document-level,learner,B1,CC BY 4.0,"Ma ei veel kindlasti teada, kus ma veedan suve, aga ma oletan, et kodumaal.
Ma pean tegema tõlketöid inglise, rootsi ja frantsuse keelest soomi keelde ühele tõlkebüroole Helsingis.
Ma sain selle töö alles kaks nädalat tagasi, ja büroo ei veel osata ütelda, kui palju töid on suvel.
Ma tulen tõlkida erisuguseid televisiooniproramme ja filme.
Kui neid töid ei ole küllalt, ma pean töötama ka Häme lossis giidina.
Ma olin seal möödunud suvel ja see meeldib mulle, sellest hoolimata, et giidid on liiga vähe ja töökohal on peaaegu kõigil aina kiire.
Õnneks minu töökaaslased mulle meeldivad.
Nad on peaasjalikult tamperelasi üliõpilasid, kes õpivad ülikoolis ajalugu.
	Ma loodan, et järgmine suvi on niisama soe ja ilus, kui see on võimalik.
Peale selle ma pean kirjutama artikleid ja tõlkima luuletusi ühesse lehesse.
On hea, et ma ei pea üksi olla suvel.
Kolm aastat tagasi ma läksin kolmeks kuuks Prantsusmaal ja minu vabaabielunaine jäi Soomesse.
See ei talle meeldinud.
Seda pärast ma üritan nüüd Soomes püsida."
B1 2018 IV_003-055 (b1d84cce-d8b5-48b9-ad31-dea164be1313).txt,et,elle,document-level,learner,B1,CC BY 4.0,"Ma arvan, et see on väga oluline iga päev uudiseid lugeda.
Inimene peab teadma mis juhtub oma riigis ja välismaal. 
Tavaliselt ma loen eesti ajalehte Postimees ja ka vene ajalehte Vedomosti.
Mõnikord ma loen ka rahvusvahelist ajakirja Economist.
Kõige rohkem ma olen huvitatud poliitikast, kultuurist ja spordi uuditest.
Tänapäeval on väga mugav et on võimalik lugeda samad ajalehti ja ajakirju internetist. 
Tihti ma ei osta ajalehti aga otsin infot nende kodulehtelt. 
See on väga mugav, mulle meeldib et ma saan lugeda uudiseid internetist igal pool, näiteks, kui ma ootan järjekorras.
Praegu ma leidan ka sageli uudiseid sotsial meediast näiteks Facebookist. 
Minu sõbrad kirjutavad seal mis nad arvavad uudite kohta ja saan niimoodi uut infot. 
Peale selle kui ma sõidan autoga ma kuulan ka uudiseid raadiost."
B1 2018 II_003-333 (fe64d17f-e612-4797-b698-ff056e1bf349).txt,et,elle,document-level,learner,B1,CC BY 4.0,"See oli Igor, sama pois, kelle kohta rääkime ükskord sinuga. 
Me olime tõeline sõbrad kooliajal. 
Kõik kümme aastat, mis kooli koos käisime teeme kõik asjad koos. 
Ta oli väike, kuid väga sportiivne pois. 
Käisime tol ajal koos jalpalli mängima.
Praegu ta muutunud väga. 
See on soliidne täiskasvanud mees. 
Tundub, et isegi tal on väike probleem ülekaaluga. 
Aga tema elus praegu kõik on korras. 
Ta töötab direktorina mingis suur rahvusvahelises firmas.
Tal on suurepärane pere. 
Naine ja kolm last - üks tütar ja kaks poisi
Ta on täiesti rahul tema eluga ja jääb saama rõõmus eluarmastaja.
See oli väga meeldiv Igoriga kohtuda.
Mälestame teisi koolisõpru, meie vanad naljad ja ni edasi.
Aleksander"
essee (0ab209f1-93d7-46a5-965c-1457bf0b8400).txt,et,elle,paragraph-level,learner,A2,CC BY 4.0,"Kui minu majas on kelder, ma tahtsin seal puhkeruumi ja meelelahutused teha, aga algul tarvis kontrollida kuidas olek kelder.
Kui tarvis, siis tehaksin remont, ja tingimata ma tehaksin müüre ja põrand soem ja teostaksin küte, et talvel keldris oli soojus.
Keldris, umbes ühe müüre ma paniks piljardi laud, aga nurgisse vastu peal - diivan.
Vastu peal diivani ma paniks telekas, aga nurga mööda toad - lambid, jaoks hea valgustuse mahutuse.
Veel võib panema kuhu ega ole muusikakeskus.
Kui mul oleke niisugune kelder, ma veetaksin temas oma vaba aeg, kuulsin muusikat ja mängisin piljardisse koos oma sõpradega."
A2 2020 IV_002-015 (e0d0af44-3320-49be-a48e-5f51ce7b5451).txt,et,elle,paragraph-level,learner,A2,CC BY 4.0,"Minu vannituba on väga ilus ja tore. Minu vannituba on wc, vann, autopesu ja kõik. Minu vannitoas on väga tore desain. Me tegisime remonti vannitoas on 2018 november. Veel kord vannituba remonti me tegeme 2021 jaanuar."
1365_0100456.txt,it,merlin-it,paragraph-level,learner,B1,CC BY-SA 4.0,"Città X, 10 marzo 2012 
Caro Francesco, 
Ti ringrazio per la tua lettera. Mi fa grande piacere che tu hai superato l'esame orale con un risultato ottimo. Ti auguro tanto. Imagino che tu sei molto felice adesso. Anch'io devo fare un esame. Sono adesso a la Scuola X e sto scrivendo una lettera test. Penso che abbia fatto qualche errore nei esercizi precedenti. 
All ufficio tutto va bene. Ho molto lavoro ma come sempre è un lavoro interessante che mi da molta soddisfazione. Ho sempre la possibilità di andare al estero per il lavoro. Nella nostra sezione due nuovi collaboratori hanno cominciato il loro lavoro. Sono molto simpatici. 
A che riguarda la tua domanda: Ho sentito che il cinema ""Lichtspiel"" deve traslocare fra poco. Per questo cercano alcune persone per il trasloco. Forse questo lavoro ti interesse? Per favore fammi sapere se si o no. Mi dispiace tanto ma per il momento no ho sentito nulla di un albergo o di altre ditte che cercano personale. 
Tanti saluti, un abraccio e a presto 
 Maria"
0478.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"Last year, I went to a camping in French. I went there with my family : my mother, his boyfriend and children's boyfriend. I always went to swimmingpool, I liked parties the afternoon. But my boyfriend miss you. I would like come back in Belgium to see my boyfriend. We stayed two weeks during the holiday. We came back by car. I didn't like stay it too long."
1071_0024783.txt,de,merlin-de,paragraph-level,learner,A1,CC BY-SA 4.0,"STADT X 26.04.2012
LIEBER JENS
GLÜCKWÜNSCH"
VE_1_31_80.3U.txt,pt,cople2,paragraph-level,learner,A2,CC BY-SA-NC 4.0,"Neste momento eu entro num centro comercial para comprar uma coisa. <Eu> É preciso que eu compro uma camisola para a minha mãe porquê hoje é o seu aniversário. Quando eu entro no centro comercial de Lisboa eu vi uma loja. É uma loja de livros. Eu entro na loja. Os empregados oferecem-me o livro do escritore da semana. O livro é um romance e apparece muito interessate. Á fim eu compro o livro e não me lembro da camisola para a minha mãe. eu não sei porquê mas esta coisa acontece todas as vezes. Eu entro <no> num centro comercial o numa loja e não compro o que é <necesse> nécessario. <Eu não sei porquê> Talvez é porquê para mim não é nécessario o que é realmente nécessario, o que é realmente nécessario não apparece tão nécessario como o que é inutil. Esta vez eu comprei um livro que é a coisa mais útil que eu podia comprar. Eu posso dar <a> o livro á minha mão para o anivérsario, eu comprero a camisola no proximo ano."
PHA0411012A.txt,cs,merlin-cs,paragraph-level,learner,A2,CC BY-SA 4.0,"Ahoj Davide,
Jak se maš? Diky za posváni, Dlouho jsem o tobě neslyšel. 
Teď jsem na dovolenou v Brazilii X ale příští týden budu v Praze. Kde bude oslavy? a kdy se sejdeme? Viš další hosty? Příští týden budu mít móc čás, potřebuješ nějaky pomoc? 
Měj se hezky
čau
 David"
C1 2018 I_002-034 (fa92e09e-a074-4dbe-8508-0a8270995cdf).txt,et,elle,document-level,learner,C1,CC BY 4.0,"Eesti on juba ammu multikultuurne riik ja me elame siin kõrvuti väga paljude rahvustega.
Iga rahvus omab ja hoiab enda kultuuri.
Ennekõike tulebki igal rahval hoida enda rahvusliku identiteeti, kultuuri ning hoida keelt võimalikult puhtana ja seda edasi tulevastele põlvedele üle anda. 
Ka võõrsil olles peab säilitama seda mis sulle kaasa on antud samas austada teiste kombeid. 
Lugupidamine teiste rahvuste kultuuri vastu võimaldab ka neil vastastikku lugupidamist. 
Näiteks Eestis elavad venelased peavad tähtsamaid pühi koos eestlastega, teavad riigis olevat rahvussümboolikat ja peavad lugu rahvustoidust. 
Samas on neil ka enda tähtpäevad meeles ja keegi ei takista neid pidamast.
Mis puudutab rahvustoite siis ukraina boršš on juba ammu eestlaste toidulaual nagu ka kiievi kotlet või tuntud salat ""Olivje"".
Oleme selles multikultuurses ruumis nii põimunud, et kohati ei teagi kus on oma ja kus mujalt tulnud komme või toit.
Võõrsil kasvavad noored on tihti ""juurleta"" sest nad ei huvitu piisaval maaral või ei hooligi oma rahvuslikust identiteedist.
Ja see tahendab seda, et noortega tuleb tegeled selleks et kombed ei hääbuks.
See on meie teha. 
Iga inimese kohustus ja rahvuslik vajadus. 
Kui sellega ei tegeleta siis oleme kõik varsti ""juurteta"" inimesed kes elavad teiste rahvuskommete järgi."
1023_0103831.txt,de,merlin-de,paragraph-level,learner,B2,CC BY-SA 4.0,"Maria Meier
12-321 Stadt X
Zentralplatz 12                                                                        Stadt X, 07.06.2010
                                                                                       Computer Spezialist
                                                                                       Odenwaldstraße 5
                                                                                       55119 Bonn
Bewerbung
Sehr geherte Damen und Herren
Ich habe Ihre Anzeige in Gazda Wyborcza  gelesen und möchte mich als Praktikantin bewerben. Ich habe eine Fachschule beendet. Meine IT-Kenntnise sind sehr gut.  Ich spreche gut Englisch und lerne jetzt Deutsch.
Seit 5 Jahren arbeite ich als Kaufmann  in einem großen Buchhandlung und habe schon eine Erfahrung im Handel. Ich habe auch Führerschein und ein eigene Auto. Die Arbeit mit den Leuten gefällt mir sehr und habe immer guten Kontakt mit Kunden und Mitarbeiter. Die Leute, die mich kennen, sagen, dass ich verantwortungsvoll und offen bin  Ich möchte gern in einer großen Firma wie Computer-Spezialist arbeiten, meine IT-Kenntnisse Benuzen und Erfahrungen sammeln.
Ich glaube, dass ich eine Möglichkeit mich persönlich vorstellen von Ihnen bekommt
Mit freundlichen Grüße
M M"
PHA0411062.txt,cs,merlin-cs,paragraph-level,learner,B1,CC BY-SA 4.0,"V nouzi poznáš přítele.
Kdo to je ten ""nejlepší kamarád""? Všichni známe, že člověk nemůže mít spoustu přátel. Obyčejně máme jednoho nejblížšího člověka, který je uz Vámi vyzkoušen. Ríká se v takovém případě: ""Poznal jsem ho v nouzi"". Myslím, že to vůbec neznamená, že prostě spolu něco studujete, někde pracujete nebo se občas bavíte. Jde o to, že Vám někdy ve skutečnosti vážně pomohl: půjčil peníze, abyste zaplatil nezbytné léčení, pomohl Vám, když jste nebyl zaměstnaný a neměl ani na kus chleba, atd. Určitě, Vy si teď nepamatujete žádného ""diskotečního"" přítele vedle sebe. Takoví přátelé se ihned ztratí, jakmile budete mít nějaké problémy, a naopak, objeví se, jakmile Vám všechno dobře dopadne. Dávejte pozor na vaše okolí a najděte si opravdu nejhodnějšího kamaráda!"
Minu töö (367505e9-2c68-4d4e-8eba-9f5b2de08b80).txt,et,elle,paragraph-level,learner,B1,CC BY 4.0,"Mina töötan trükkikodas ja olen seal kujundaja.
Mulle väga meeldib see, millega ma tegelen.
Tänu sellele tööle tunnen ennast vajalikuna.

Töötamine selles firmas annab mulle väga head võimaluse igal pool reisida, nii Eestis, kui välismaal.
Kuna see on perefirma, meil töötab ainult viis inimest ja vaatamata sellele me saame väga hästi hakkama ja oleme tulemustega rahul."
